ts,hypothesis,arm,market,tf,n_trades,pf,sharpe,expected_days,pass_rate,null_margin,verdict,prereg,params,note
2026-09-02,H-013,"**stage 3**: use it as a SECOND gate on H-009's trades, threshold fixed at zero","H-009 book, 3,808",trades,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","PF and drawdown both improve but R/day halves, so **return/drawdown falls 37.3 → 30.1** — the quantity that sets days-to-funded. `prem_z` worse: what it removes (1.853) beats what it keeps (1.751)"
2026-09-02,H-015,"**stage 1 head-to-head**: complex-wide crowd reading (11 coins, cross-sectionally z-scored) vs the coin's OWN crowd_z, i",11 USDT-M perps,5m,0,nan,nan,nan,nan,nan,PASS,,"{""source"": ""STRATEGY_LOG.md backfill""}","at 8h `sys` IC 0.0207 vs own 0.0159, beats null 82% vs 55%, spread 24 vs 16bps. Loses at 1h/4h/24h. `idio` weakest in table (0.0093, 36%) → crowding is systemic not per-coin"
2026-09-02,H-015,"**stage 2**: complex gate REPLACING H-009's per-coin gate, threshold fixed at 0",H-009,book,0,1.656,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","ret/DD 32.43 vs H-009's 29.97, only +8.2%. The two gates measure different components"
2026-09-02,H-015,**stage 2**: complex gate STACKED on H-009's existing gate,"H-009 book, 3,581",trades,0,nan,nan,nan,nan,nan,PASS,,"{""source"": ""STRATEGY_LOG.md backfill""}","ret/DD 29.97 → **38.74 (sys)** and **42.53 (dsys_144)**. R/day falls but maxDD falls faster, so days-to-funded improves — the exact test H-013 failed"
2026-09-02,H-015,"**stage 3**: block-shuffled feed driving the same gate, 5 seeds, plus the direction control",H-009,book,0,nan,nan,nan,nan,nan,PASS,,"{""source"": ""STRATEGY_LOG.md backfill""}",real 38.74 vs null best 22.06; 42.53 vs 26.77. **Beats every seed.** Control (keep what the complex AGREES with) collapses to 13.85/13.02 vs 29.97 baseline
2026-09-02,H-015,"**stage 3**: held-out split, feature chosen on the whole window",H-009,book,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","`sys` +5.5% then +2.8% — consistent but ~5x smaller than the headline. `dsys_144` **−6.4% then +74.9%** — one episode. maxDD is not additive, so the full-window lift overstates. Keep `sys`, quote +3-6"
2026-09-04,H-016,"**port + parity**: LonesomeTheBlue ""Trend Following Moving Averages"" Pine v4 → Python; 5 MA types, linreg, gettrend re-d",—,,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","agrees to ≤1e-7. Original is a `study` with no entry/exit, so nothing in it was scoreable. Found: the PLOTTED line is the raw MA while the COLOUR is computed on the linreg-smoothed one — they are diff"
2026-09-04,H-016,"**stage 1 response test** (the H-008 killer test): forward return bucketed by ribbon agreement, ZERO cost, excess over b","BTC ETH SOL XRP BNB,",15m/1h/4,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",strong-up band +9.80bps excess vs mild-up −3.35; long-short spread on strong bands **+18.69bps**; best cut 4h×16 bars (+54.26 vs −49.81). But **only the extremes carry** — middle bands are noise — and
2026-09-04,H-016,"**stage 2 grid**: all-green entry + trailing stop, 660 cfgs (entry_thr x flip x fixed/chandelier trail x trail_k 1-16 AT",12 markets x 5,TFs,0,5.762,nan,nan,nan,nan,NULL,,"{""source"": ""STRATEGY_LOG.md backfill""}","37,620 backtests. **XAUUSD is the best market at every timeframe** — Kris's instinct confirmed. But TF order is 4h>1h>30m>15m>5m, so 15m is not gold's best. FX majors fail everywhere"
2026-09-04,H-016,"**Kris's exact rule**: all-green entry, pure trailing TP",XAUUSD,15m,0,0.75,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","loses at every trail 1-4 ATR; only positive at an 8-16 ATR chandelier, which holds **75.7% of all bars**. Longs PF 2.255 vs shorts 0.891 — gold rose 130% in the window"
2026-09-04,H-016,"**levers**, median PF@2x over 30k+ configs",12,markets,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","`trail_k` 1.0→0.487 rising monotonically to 16.0→0.961, **no interior optimum** — the edge is exposure, not timing. `trail_start_r` 0→0.758 vs 2→0.844: trailing only once in profit beats trailing from"
2026-09-04,H-016,"**variation C — the squeeze** (ribbon compressed, then fans out)",12 markets x 5,TFs,0,nan,nan,nan,nan,nan,DEAD,,"{""source"": ""STRATEGY_LOG.md backfill""}","real median PF@2x **0.281 vs null 0.434** — worse than noise. 0 configs clear the gate, null 0"
2026-09-04,H-016,"**variation A — ribbon gates H-009**, threshold fixed, nothing refitted","H-009 book, 6,936",trades,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","PF rises, **ret/DD falls 37.31 → 29.07 (−22.1%)** at every threshold. R/day 0.901→0.716. H-013's exact failure mode: `days = maxDD_R/R_per_day` gets worse. Control also worse → the gate mostly just re"
2026-09-04,H-016,**variation D — crowd (H-006 feed) gates the ribbon**,BTC/ETH/SOL 1h +,4h,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","BTC 4h ret/DD 7.00→**10.07**, SOL 4h 3.07→**4.06**, and both controls go NEGATIVE (−0.13, −0.98) — right signature. Nothing at 1h (BTC 8.82→5.69). Control samples 46-84 trades, not a result"
2026-09-04,H-016,"**stage 5 — paired null**, identical grid, 5 seeds, floors 100 trades / 0.1 tpd",12 markets x 5,TFs,0,nan,nan,nan,nan,nan,NULL,,"{""source"": ""STRATEGY_LOG.md backfill""}","real **2,362** gate-clearing configs vs null **781/seed**. XAUUSD 771 vs 132, SOL 450 vs 29, BTC 282 vs 12; but AUDUSD 4 vs 66, EURUSD 9 vs 60. **First price-derived hypothesis in this project to beat"
2026-09-04,H-016,"**direction control**: same entry bars, same exits, side drawn at random at the real long share, exits RE-SIMULATED not ",8,panels,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","real beats the coin flip on **7 of 8** panels; XAUUSD 30m 1.699 vs 1.188±0.172, 15m 1.387 vs 0.997±0.112. Long share ~49%, so it is not a long-only book — the ribbon does read direction"
2026-09-04,H-016,"**stage 6 — walk-forward**, 12m/3m quarterly, cfg chosen blind on 2x PF in-fold, + 3 phase-randomised seeds","15 panels, 32 stitched",series,0,nan,nan,114.0,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","real 7/32 clear 1.20 vs **null 5.7/32**; null best **2.549** > real best 2.113. Survivors are all gold (XAUUSD 1h 2.113, 15m 1.881, 15m top10 1.369 at 6/7 quarters). Controls behaved (EURUSD 0.776, AU"
2026-09-04,H-016,**phase gate** on the walk-forward survivors,XAUUSD / XAGUSD /,BTC,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","best in the whole study is **114 days** (XAUUSD 15m top-10) against a ~14-day constraint — 8x too slow. Gold 1h single 183, BTC 1h 1,227. This is what ""trend following is a longer-hold family"" looks l"
2026-09-04,H-016,"**stage 7 — gold legs vs BUY AND HOLD**, both levered so worst drawdown fills the 8% prop cap, OOS window only",XAUUSD /,XAGUSD,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","at the 8% cap: XAU 15m top10 **+76.6%** vs hold **+14.4%**, 67 days to target vs 356. Cause is drawdown — gold's own maxDD is **−28.8%**, so an 8% cap permits only **0.28x** of it"
2026-09-04,H-016,"**stage 7 — same legs, NO cap**, 1% risk per trade vs owning the metal",XAUUSD /,XAGUSD,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","holding beats **all six** legs on raw return: XAU 15m single +33.1% vs hold **+52.0%**; XAG +12.3% vs **+86.6%**. H-016 on gold is a drawdown-reduction machine, not a return machine — wins per unit of"
2026-09-04,H-016,**CORRECTION** to stage 6 days-to-target,XAUUSD / XAGUSD /,BTC,0,nan,nan,nan,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","R/day had been divided by the FULL series span instead of the stitched OOS window, understating it ~1.7x on gold. Best leg 114→**67 days**; verdict unchanged, still ~5x the ~14-day gate"
2026-09-04,H-016,"**stage 9 — silver + 3 US indices**, grid vs paired null (3 seeds), same 660 cfgs, indices charged GOLD's cost","XAGUSD SPX500 US30 NAS100,",15m-4h,0,1.15,nan,nan,nan,nan,PASS,,"{""source"": ""STRATEGY_LOG.md backfill""}","XAGUSD beats null at ALL 4 TFs (60/24, 95/56, 127/71, 93/30). SPX500 loses to null on 4 of 4, US30 on 3 of 4, NAS100 on 2 of 4. Index data new to the repo, pulled from Dukascopy (`fx_data.DUKAS_SYM`)"
2026-09-04,H-016,"**stage 9 — walk-forward last 2y vs buy-and-hold**, cfg chosen blind, both levered to the 8% cap",XAUUSD XAGUSD SPX500 US30,NAS100,0,nan,nan,69.0,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","gold 15m top10 **+84.5%** vs hold +21.4%; silver 15m single +29.8% vs hold +19.8%. **All 9 index legs LOSE money**: SPX500 PF 0.761-0.815, US30 0.838-0.924, NAS100 0.843-0.871, returns −2.0% to −7.7%."
2026-09-04,H-016,"**stage 10 — metals book on the board**, 8 legs x 2 selection rules, walk-forward, book chosen on the phase gate among s",XAUUSD 15m/30m/1h + XAGUSD,30m,0,1.84,nan,126.8,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","394 trades, R/day +0.0404. Two-step prop sim at 4.00% risk: **75.7% pass, 0% killed, median 96d**. Metals-only null: real **9/16** vs null **5.3/16** (seeds 2,7,7) — beats it but thin. Best price-deri"
2026-09-04,H-017,**stage 0 arithmetic**: invert the prop simulator — what does a 14-day book need?,—,,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","days ≈ 1.625/K where **K = R_per_day / abs(maxDD_R)**. H-009's K = 0.0517 (48.7d). 14 days needs K 0.116 (2.2x), 7 days needs 0.232 (4.5x). Nothing here had ever been optimised for K"
2026-09-04,H-017,**stage 1**: does K scale with leg count? Every subset of H-009's 8 legs,H-009,book,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","fitted exponent **K ~ N^0.441** (0.5 = clean diversification) — legs are near-independent. But per-leg K median 0.0032, so 14 days by width alone would need ~3,400 legs"
2026-09-04,H-017,"**stage 2**: every flow feature at SHORT horizons (5m-2h), 11 coins, raw and cross-sectionally demeaned",11 USDT-M perps,5m,0,nan,nan,nan,nan,nan,DEAD,,"{""source"": ""STRATEGY_LOG.md backfill""}",**0 of 130** feature x form x horizon cells clear even a 14bps directional round trip; best spread 5.99bps (dcrowd_1h at 2h). Crypto fees are fatal below the 8-24h horizon — no fast crypto book is pos
2026-09-04,H-017,"**stage 3/4**: VWAP kernel on 5m/15m cheap markets (gold, silver, oil, 3 US indices, 6 FX), 7,776 cfgs, PAIRED test of s",14 markets x 2,TFs,0,nan,nan,307.0,nan,nan,FAIL,,"{""source"": ""STRATEGY_LOG.md backfill""}","only **2 of 26** legs clear PF 1.20. K-selection won 1 panel, PF-selection 2 — **no method gain**: K's denominator is a single order statistic, too noisy to rank 7,776 candidates by"
2026-09-04,H-017,"**stage 5/6**: stack orthogonal feed gates (sys, OI, premium, flow-gap) on H-009, sized so maxDD fills the 8% cap",H-009,book,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",H-009 105.7d. Every extra gate RAISES ret/DD and K but LENGTHENS days: sys 38.74 ret/DD but 162.5d. Cause: gates cut trades and make returns lumpier. **ret/DD is not a valid proxy for days-to-funded.*
2026-09-04,H-017,**stage 5 artefact found**: ladder pinned at its 0.25% floor because maxDD 25-59R breaches the cap at every rung,H-009,book,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","every book must be scaled so worst drawdown exactly fills 8% before the sim is meaningful — otherwise the comparison degenerates to ""more trades is faster"""
2026-09-04,H-017,**stage 7**: parallel accounts — staggered starts and one-leg-per-account,H-009,book,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",pooled accounts are near-perfectly correlated so staggering barely decorrelates: N=20 gives 70d vs N=1's 84d at 4% risk. Splitting legs across accounts helps only at N>=5 and is worse at N=1
2026-09-04,H-017,"**stage 8 feasibility**: synthetic daily returns, Student-t(4) tails, sized to the cap, through the REAL two-step sim",synthetic,,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","median days by Sharpe: 2.0→249-313, 4.0→79-156, 7.0→44-74, 10.0→29-41, 15.0→**18-34**. **A 14-day median needs annualised Sharpe 10-15.** H-009 is 3.73, H-002 3.67, H-016 2.69"
2026-09-04,H-017,**stage 9**: price of the ladder's global-drawdown test (on top of the breach-rate test),all board,books,0,nan,nan,5.0,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",dropping it takes H-009 48.7→43.2d (+11%). Sizing policy is not what makes the book slow
2026-09-04,H-017,"**stage 10**: H-002's kernel walk-forwarded on ALL 11 coins the metrics archive covers, 4 TFs, crowd reading stored per ","11 USDT-M perps,",15m-4h,0,nan,nan,nan,nan,nan,PASS,,"{""source"": ""STRATEGY_LOG.md backfill""}","per-leg K up to **0.0212** (DOT 1h) against 0.0002-0.0116 for H-009's own eight. The opposite of H-012's dilution — because the added legs are the same kernel on the same asset class, not a grab bag"
2026-09-04,H-017,"**stage 11/12 head-to-head**, both books on ONE identical window, legs chosen on an earlier half, sized to the 8% cap",H-009 vs wide,book,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","H-009 178.3d (K 0.0125) vs wide+crowd-gate **45.9d** (K 0.0426, pass 95.8%). Ungated wide 69.1d, so the crowd gate is worth 69.1→45.9. Adding H-009's legs to it makes it WORSE (52.2d) — they dilute"
2026-09-04,H-017,**stage 14 — Kris's objection tested**: same universe re-run at top-1 / top-3 / top-10 config books per leg,"11 USDT-M perps,",15m-4h,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",top-1 gives **2.2x H-009's per-trade edge** (0.2485R vs 0.113R). The stage-11 book's 0.031R was an artefact: a top-10 config book divides each trade's R by ten BEFORE the 20 legs are equal-weighted
2026-09-04,H-017,"**stage 15 — few good trades vs many thin ones**, books built at each width, legs held out",11 USDT-M,perps,0,nan,nan,51.5,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","top-1 x 10 legs: 3.15 t/day, **0.477R** per trade, 91.1 days. top-10 x 20: 62.65 t/day, 0.032R, **51.5 days**. The 8% cap is on the BOOK not the trade, so more legs = smaller size each. **Best book ea"
2026-09-04,H-017,"**stage 15 — the ULTRA HYPOTHESIS**: combine H-009 + H-016 + H-017, equal weight across books, common window",crypto +,metals,0,nan,nan,41.1,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","**H-016 + H-017 = 41.1 expected days at 95.0% pass** — fastest and highest pass rate on record. H-009 alone 237.1 on this window; adding it drags every combination (70.5, 76.6). Diversification does n"
2026-09-04,H-017,**GOAL VERDICT**,—,,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",7-14 days needs annualised **Sharpe 10-15** or **1.6% of account per day**; best here is Sharpe ~4 and **0.315%/day**. Gained: fastest book in the project (41.1d). Open: nothing gives **5-10 trades/da
2026-09-04,H-017,"**stage 16 — Kris's shape run literally**: top-1 config per leg, 17 legs, FLAT 0.50% ($50 on $10k) risk per trade, no re","11 USDT-M perps,",15m-4h,0,nan,nan,15.0,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","risk $50 → **+$21.72 average per trade, $119/day**. `riskladder.pick` had refused every fast level because it demands the 6-year curve fit 8% ON TOP of the breach test — so every book in this project "
2026-09-04,H-017,"**stage 16 risk sweep**, same 17 legs",same,,0,nan,nan,12.0,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","0.25% → 72.5% pass, median 28d. **0.50% → 50.0% pass, median 15d.** 0.75% → 20.0% pass, median 12d. 1.00% → 11.2% pass, median 12d. Speed is bought with pass rate, exactly as CLAUDE.md's ""accounts are"
2026-09-04,H-017,"**stage 17 economics**: sequential retries and parallel accounts, $32 evaluation fee (Velotrade)",same,,0,nan,nan,23.0,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","**0.50% is the optimum: median 15 days to pass, 2.0 accounts bought, $64 of fees, 23 days all-in** vs H-009's 48.7. Five accounts staggered a week apart fund one inside 22 days on 90% of start dates f"
2026-09-04,H-017,"**GOAL VERDICT, revised**",—,,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","target was 7-14 days. **Met on the median (15d), missed all-in (23d)** — the gap is entirely the 50% of accounts that die. Stage 8's ""needs Sharpe 10-15"" still holds for a RELIABLE 14 days; Kris asked"
2026-09-04,H-017,"**stage 18 — NESTED holdout**: legs, leg COUNT and RISK all chosen inside the fit window, then run blind on the test hal","11 USDT-M perps, top-1",configs,0,2.061,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",chose 14 legs @ 0.50% blind. Stage 16/17's 15-day median was a **selected maximum** — leg count and risk had been read off the test window. Hindsight premium ~30%. $20.71 average on $50 risked
2026-09-04,H-017,**stage 18 nulls** on the identical blind configuration,same,,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","shuffled-crowd-feed gate 52.3d, random-leg draw 43.3d (**best seed 29.0** vs real 30.3). The crowd gate does real work; **leg selection is only weakly better than random** — thinnest margin in H-017"
2026-09-04,H-017,"**stage 19 board record**, ladder's own conservative sizing (curve must fit 8%)",same,,0,2.061,nan,28.5,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","0.25% risk, **91.1% pass, 6.3% killed, median 26d, expected 28.5d vs H-009's 48.7** — 1.7x, blind. **11/11 test quarters above breakeven.** Third on the board behind H-009 (8.9) and H-002 (8.6)"
2026-09-04,H-017,"**GOAL VERDICT, final**",—,,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","target 7-14 days. Best honest: **median 19.5d, expected 28.5d** against H-009's 48.7. Real and large gain, not a week. The shape never found: **5-10 trades/day on a SINGLE market** — every fast book h"
2026-09-04,H-017,"**stage 20 — non-crypto universe**: same kernel/walk-forward/widths on gold, silver, oil, SPX500, US30, NAS100 + 6 FX ma",14 markets x 5,TFs,0,nan,nan,nan,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}",**4 of 52** top-1 legs clear PF 1.20 over the full span and **ZERO inside the fit window**. Best XAGUSD 15m K 0.0049 vs crypto's 0.0212. The VWAP kernel earns nothing outside crypto
2026-09-04,H-017,"**stage 21 — fully nested holdout**: ranking criterion (K/Sharpe/total-R), universe, leg count and risk ALL chosen in th",crypto +,non-cryp,0,nan,nan,30.3,nan,nan,?,,"{""source"": ""STRATEGY_LOG.md backfill""}","chose crypto-only, K-ranked, 14 legs @0.50%; **0 of 14 chosen legs non-crypto**. Nulls on more seeds: random legs 45.2 (best 33.2), shuffled gate 39.5 (best 33.3) — **real 30.3 now beats both means AN"
